id	regeste	first_ent	first_ent_label
1306_IV_24.1	Abt Heinrich zu Chotweig gehaizzen von Mevrling und sein Convent beurkunden, dass der erber Herr Leutold von Chvnring mit Zustimmung seiner Frau Agnes seinem Vetter Herrn Alber von Chvnring die Vogtei über den Stiftsbesitz zu Meyrs, Chotzndorf und Stendorf aufgegeben hat (Urk.-Buch v. Göttweig I in Font. 2, LI nr. 241).Siegler: (I.) Abt Heinrich und (II.) der Convent von Chotweich.Zeugen: der Ott Zelkinger von Schala und sein vetern der Ott und der Ludweich, der Ott von Wildnstein, der Marchart sein pruder, Ditrich der Hevsler, der Weichart von Planchnsteyn, der Ott von Pergarn, der Heinrich von Swellnpach, Ditrich von dem Graben, Fridel Hevnel, Chvnrat Hvornpech.Datum: gebn ze Chotweig (1306) an sand Gorgentag.	Heinrich	PER
1314_IV_24	Abt Peter [I.] von Göttweig tauscht von dem Abte Ulrich II. von Melk aus Nützlichkeitsrücksichten für sein Haus Güter ein (nr. 268).Siegler: Abt Peter [I.] von Göttweig.Zeugen: dominus Wolframus plebanus in Weikendorf, magister Iacobus tunc noster notarius, Chunradus procurator, lohannes civis in Stain.Datum: Actum et datum Chotwici (1314) in die beati Georii.	Peter von Göttweig	PER
1314_IV_24.2	Abt Peter [I.] und der Convent zu Chotweig verpflichten sich durch Revers, den von der verwitweten Königin Agnes von Ungarn für sich und ihren verstorbenen Gemahl König Andreas [III.] von Ungarn durch die Uebergabe ihres von Nicla dem Zehentnaer von Stain gekauften Weinzehentes an dem Phaffenperig gestifteten Jahrtag in angegebener Weise zu feiern (nr. 267).Siegler: Abt Peter [I.] (I.) und der Convent zu Chotweig (II.).Datum: geben ze Chotweig (1314) an sand Jorigentage.	Peter	PER
1316_II_02	Abt Peter [I.] und der Convent zu Chotweig verpachten für 50 Mark löthigen Silbers nach dem Wiener Gewichte dem Wolfker zu Mautorn an dem Griezz und Albrecht von Palt den Getreidezehent des Stiftes zu Gokndorf und den Weinzehent zu Genrartsdorf1 auf 15 Jahre, nach deren Ablauf die Zehente wieder ohneweiters an das Stift fallen.Siegler: Abt Peter [I.] (I.) und der Convent zu Chotweig (II).Zeugen: der Helnweich prior, der Chunrat probst ze Chotweig, der Ott probst ze Stain, der Heinrich probst ze Revna, der Heinrich von Watnstein2 pfarrer, und unsers gotshaus leut: Jacob der schreiber, Levtwein der chamrer, Wisnt der rihter, Chunrad der Hvornpech, Jans von Stain, und dis purger von Mautorn: her Peter der Ruer von Palt, Jans der rihter, Philipp sein průder, Andre Wolfkers aidem, Niclo und Aelbel sein brůder Andre Zizolf, Jacob der Chrevs, Niclo des schreiber sun.Datum: gebn ze Chotweig (1316) an unser vrown tach ze der liehtmess.	Peter	PER
1319_V_03	Abt Maithdes1 von Göttweig vidimiert eine Schenkungsurkunde einer adeligen Frau namens Bohuzlawa, wonach diese in Gegenwart des Markgrafen von Mähren und des Bischofes Reynold2 von Olmütz einen Hof genannt Pychitz3 der Kirche in Jerus zu freiem Eigen widmet.Datum: (1319) VII.4 nonas mai Wienne in domo nostra.Siegler: der Urkundenaussteller.	Maithdes1 von Göttweig	PER
1321_I_21	Abt Marchart und der Convent von Gotweig verleihen einem gewissen Georg und dessen Frau Peters ihren freieigenen Hof zu Mawr sammt allem Zugehör, sowie den grossen und kleinen Zehent, den schon dessen verstorbener Vater innehatte, zu folgenden jährlichen Zinsen: 5 Mut Korn an sand Gilgentag, 5 Mut Hafer an sand Michelstag, 4 gut gemästete Schweine an sannt Merttentag, 2 Metzen Mohn, 2 Metzen Erbsen, 1 Schaff Vogtfutter, 60 Käse, je einer im Werte von 1 d. 60 Landpfennige,1 lb. Eier, 4 Gänse und 8 Hühner. Mehr als dieser Zins darf vom Stifte nicht gefordert werden, ausser es käme in solche Noth, dass seine Unterthanen ihm Hilfe leisten müssen. Falls die Belehnten durch Hagel oder sonst schwer getroffen würden, soll ihnen am Zinse ein Nachlass gewährt werden. Die Belehnten haben das Recht, mit dem Hofe frei zu schalten, jedoch ist bei Veräusserung desselben je 1 lb. d. zu Ableite und Anleite zu zinsen.Siegler: Abt Marchart und der Convent von Gotweig.Datum: der prief ist gegeben und ditz ist geschehen (1321) an sand Angnesentag datz Chotweig.	Marchart	PER
1321_IV_08	Abt Marchward, O(tto) der Prior und der Convent von Göttweig beurkunden, dass der verstorbene Konrad von Vetzing vom Stifte den Göttweiger Weinzehent in Levben um 90 lb. Wiener d. auf 16 Jahre gepachtet hatte, ihn aber nur durch vier Jahre nutzniessen konnte, worauf er in seinem Testamente seinen Bruder Lorenz1 für die noch übrige Zeit zum Inhaber des benannten Zehentes einsetzte. Dieser verzichtete aber auf den Zehent zu Gunsten des Stiftes gegen eine durch 12 Jahre von jetzt an vom Stifte geleistete jährliche Pension von 1 Dreiling besseren Weines, welchen er sich im Keller zu Leuben zur Zeit der Weinlese auswählen kann, und von 1 Mut besseren Weizens, welchen er sich nach Kaufmass (mensura venalis) jederzeit aus der Stiftsscheune in Stayn nehmen kann. Falls aber der benannte Lorenz noch innerhalb dieser Zeit stirbt, ist das Stift von jeder Verpflichtung gegenüber dessen Erben frei. Das Stift verpflichtet sich ausserdem, für den verstorbenen Konrad von Vetzing am 12. Juni jährlich in der Stiftskirche zu Göttweig einen Jahrtag in derselben Weise wie für seine verstorbenen Mönche abzuhalten.Siegler: Abt Marchward und der Convent zu Göttweig.Datum et actum (1321) sexto idus aprilis.	Convent von Göttweig	ORG
1326_I_20	Abt Otto und der Convent unser vrauen munster datz Chotweig verleihen dem Rueger ob des dorfes datz Chueffarn und dessen Frau Matzen und ihren Erben gegen einen jährlichen Zins von 12 ß. Wiener d. an sand Michelstag ohne weitere Belastung ein Weinzierlgericht zu Chueffarn sammt allem Zugehör, von welchem früher 12 Käse halb Rabenstainer zu Zinsen waren und ein Weingarten zu bauen war, zu Burgrecht zugleich mit dem Rechte, unter Zustimmung des Abtes frei damit zu verfügen.Siegler: Abt Ott (I.) und der Convent zu Chotweig (II.).Datum: Der prief ist gegeben und ditz ist geschehen (1326) des nasten pfincztag vor vaschang.	Otto	PER
1327_IV_24	Das Stift Göttweig nimmt das Benedictinerstift Altenburg in seine Gebetsverbrüderung auf.	Stift Göttweig	LOC
1332_III_29	Abt Ot zu Chotweig beurkundet, dass er unter Zustimmung des Conventes ihrem Schreiber Herrn Perchtold den Weingarten, der unter dem Göttweiger Berge zwischen Paumgarten und Fuert gelegen ist und welchen vormals der verstorbene Meister Otte ihr Schreiber besass, mit Handen des Bergherrn auf dessen Lebenszeit zum Baue und zur Nutzung verliehen und aufgegeben hat. Nach dessen Ableben fällt er ohneweiters in dem Bauzustande, in welchem er sich gerade befindet, an die Oblei der Herren und Frauen zu Chotweig.Siegler: Abt Ot von Chotweig (I.), die Aebtissin von Ybs, als Bergfrau desselben Weingartens (II.), und der erber Herr Jans von Chunring (III.).Datum: geben ze Chotweig (1332) an dem suntag ze mittervasten.	Ot	LOC
1330_II_02.1	Abt Ott und der Convent zu Goettweig erheben in Anbetracht der weiten Entfernung einer grossen Anzahl von Pfarrangehörigen der Pfarre zu St. Veit von derselben und auf Bitten der Frau Kunigunde, der Witwe nach Steffan von Hohenberg, und deren Söhne Dietrich und Steffan die Kirche in dem Halbach dacz unser frauen Zelle, wo stets zwei Priester des Göttweiger Conventes wohnten, zu einer Pfarrkirche mit Vorbehalt der Bestätigung seitens des Bischofes von Passau. Die neue Pfarre soll anfangen daa den Halbehen1 vor im Halbach uncz an der Khastenb Khuhen,2 als das regenwasser schaidt nach dem geburg uncz auf das wasser, das da haisset der Halbach. Sie widmen zur Stiftung der Pfarre ihrerseits allen grossen und kleinen Zehent in der Hainfeldter und Veithinger Pfarre, wie es das Regenwasser nach dem Gebirge hin scheidet, 18 ß. d. Gülten auf gestifteten Holden und einen Weingarten zu vier Dreilingen Wein. Kunigunde von Hohenberg und ihre Söhne hingegen widmen ihrerseits zur Fundation 8 lb. d. Gülten auf gestifteten Holden in der Veithinger Pfarre und einen Hof bei der Kirche der neuen Pfarre zur Dotierung und zu einem Pfarrhofe mit Bau und Wismath und Bruchholz zu einer Stube und Küche, ferner eine Fischweide. Letztere haben auch das Recht, als Stifter und Vögte über das von ihnen geschenkte Gut zu walten, wofür ihnen von den Holden jährlich ein Huhn als Vogteizins zu zinsen ist.Siegler: Abt Ott und der Convent von Goettweig.Datum: gegeben zu Goettweig (1330) an unser frauentag zu der liechtmess.	Ott	PER
1335_I_12	Abt Otto von Göttweig errichtet an der von ihm erbauten Benedictuskapelle zu Göttweig eine Stiftung durch die an diese gemachte Schenkung von benannten Gütern und Einkünften.	Otto von Göttweig	PER
1335_VIII_16	Abt Wulfing und der Convent zu Göttweig schliessen mit dem Propste und Convente in Herzogenburg zum beiderseitigen Nutzen der Stifter folgenden Gütertausch ab: Sie übergeben letzteren ein Lehen in Hertzogenburch, ivelches einst der Strello innehatte, von welchem jährlich 1/2 lb. Wiener d. zu Mariae Geburt und 8 Metzen Vogthafer am Feste des heil. Aegidius zu zinsen sind, und erhalten dafür 5 ß. 5 d. freieigene Gülten auf einem halben Lehen in Tyemdorf1 auf der anderen Seite der Donau, welches der Abt und Convent von Engelhartscelle zu einem jährlichen Burgrechtszinse von 60 d. zu Martini innehaben, ferner 40 d. Gülten, welche dieselben von Ueberlentäckern zu Burgrecht zu zinsen haben, und 55 d. Gülten, welche zu Micheli von dem Acker des Albert Potendorfer zu Burgrecht zu zinsen sind.Siegler: Abt Wulfing und der Convent von Göttweig. Datum: Actum et datum in monasterio nostro antedicto (1335) in crastino assumpcionis beate Marie virginis gloriose.	Wulfing	LOC
1336_XII_21	Abt Wulfing und der Convent zu Göttweig verkaufen um 10 lb. Wiener d. den jährlichen Zins von 12 Metzen Hafer und 6 Metzen Korn von einem Hofe genannt Monichperch1 im Cherspawmpach,2 welcher der Kapelle zum heil. Johannes dem Täufer in Traisem3 als freies Eigen gehört, dieser Kapelle zu Händen des Caplans Heinrich an derselben.Siegler: Abt Wulfing und der Convent zu Göttweig und die Herren Dietrich und Stephan von Hahenberch als Vögte des benannten Hofes.Zeugen: dominus Wichardus plebanus in Dredigist, Otto Loechlarius tunc plebanus ad Sanctum Vitum, Ortolfus, fratres et sacerdotes prefati nostri monasterii, dominus Chadoldus miles de Altenburch, Otto Nevnwalder, Vlricus Grevl, Diepoldus Cherspech layci.Datum et actum (1336) Thome apostoli.	Wulfing	LOC
1339_V_19	Abt Wolfgang von Göttweig kauft von Stefan und Konrad, den Söhnen des Otto von Kottes, ein Lehen mit benannten Diensten.	Wolfgang von Göttweig	PER
1344_III_21	Abt Wulfinch und der Convent zu Choetweig verleihen Dietlein von Maůttarn und Alhaÿd dessen Frau den Weingarten des Stiftes zu Mauttarn an dem Chosler, der do haizt der Chreůzze von dem früher jährlich 15 Eimer Wein um sand Michhelstag zu zinsen waren, unter der Bedingung, dass sie davon jahrlich 10 Eimer Wein Dienstmass in der Lesezeit um sand Michelstag zu rechtem Burgrecht in den stiftlichen Keller auf dem Berge zu Choetweig an die Bottigen zinsen.Siegler: Abt Wulfinch (II.) und der Convent von Choetweig (I.).Datum: gegeben (1344) an dem swartzen sunntag in der vasten.	Wulfinch	PER
1345_III_20	Abt Wuelfinch von Choetweych und sein Convent beurkunden, dass Herwort ihr Zehntner zu Mvelbach und Rveger der Stoechel von Veltz, dessen Eidam, von Chvenrat dem Poehemreutêr1 ein freieigenes Lehen zu Veltz gekauft, dem Stifte zu Choetweich aufgegeben und von demselben zu einem Jahreszinse von 40 d. welcher dem Göttweiger Amtmanne nach Doerflein2 zu entrichten ist, zu Burgrecht empfangen habe. Bei einem etwaigen Verkaufe einzelner Aecker oder des ganzen Lehens sollen sie von dem Stifte begünstigt werden und hat der Verkauf mit Handen des stiftlichen Amtmannes zu geschehen. Beim Verkaufe des ganzen Lehens sind je 2 d. zu Ableite und Anleite und beim Einzelverkaufe von je einem Joch je1 d. zu Ableite und Anleite und von der Hofmark gleichfalls je 1 d. zu Ableite und Anleite an das Stift zu zahlen. Dieses verspricht auch, mit dem Lehen keine Besitzveränderung vorzunehmen, dasselbe gleich seinem anderen Besitze zu vogten und auch die beiden Burgrechtsinhaber in ihrem Besitze und in der Nutzung nicht zu beirren.Siegler: Abt Wuelfinch (II.) und der Convent von Choetweych (I.).Datum: Daz ist geschehen und der prief ist geben (1345) dez sunntages ze plůmostern so man singet: domine ne longe facias.	Wuelfinch von Choetweych	PER
1346_IV_24.1	Abt Wulfing und der Convent von Göttweig schliessen mit dem Caplan Heinrich an der Kapelle zum heil. Johannes dem Täufer zu Traysem namens der benannten Kapelle folgenden Besitztausch ab: sie übergeben dem Caplan ihre freieigene Wiese in Slat1 und begeben sich des Zehentrechtes auf einem alten, zur Bestiftung der Kapelle gehörigen Hofe in Traysem2 mit Ausnahme der umliegenden grossen und kleinen Zehente zu Gunsten der Kapelle und erhalten hiefür von derselben freieigene Güter im Phenichpach3 auf dem Nassenstain,4 welche am St. Hippolytustage 31 d., am St. Michelstage 31 d. und zu Egidi 4 lb. Wachs zinsen, und ausserdem einen Zins von 12 d. am St. Michelstage von einer Wiese auf der Altenburch und von einigen Gesträuchern.5Siegler: Abt Wulfing und der Convent von Göttweig.Datum in monasterio nostro predicto (1346) in die sancti Georii.	Wulfing	LOC
1346_IX_29	Abt Wulfinch und der Convent zu Goettweig verkaufen ihren Hof zu Nider Redel,1 welchen sie von Weigel von Eglsee um ihre Fahrhabe gekauft hatten zu ainer pesserung des gottsdienst an der Kirche zu unserer Frau zu Hall,2 dem getreuen Manne Hainrich von Nider Redel und Catharina dessen Frau um 15 lb. d., welche der benannten Kirche anderwärts angelegt sind. Die Käufer haben ausserdem derselben jährlich an sand Georgentag und an sand Colmanntag je 2 lb. d. Wiener Münze zu Burgrecht zu zinsen. wogegen sie von allen anderen Lasten, wie Spanndiensten, Steuer und UUngelt frei sind, und haben das Recht, den Hof ihrem Hausgenossen mit Handen des Pfarrers zu Hall2 zu veräussern, wobei der Kirche je 32 d. zu Ableite und Anleite zu zahlen sind.Siegler: Abt Wulfinch und der Convent zu Goettweig.Datum: geben (1346) an sand Michaelstag.	Wulfinch	PER
1346_XI_25	Abt Wolfgang I. von Göttweig verkauft den von ihm der Oblei des Stiftes übergebenen Hof zu Muthsthal an Bernhard, Heinrich, Otto und Gottfried um 5 lb. Wiener d. und benannte Zinse.	Wolfgang I. von Göttweig	PER
1348_I_06	Abt Wolfgang I. von Göttweig beurkundet die Gütertheilung unter den Erben des Peter des Dringer von Höbenbach aus erster und zweiter Ehe, welche Ulrich der Waser von Sitzenthal, Reinbot der Fräl, Seifrid der Schlierbek und Ulrich der Plessberger als Spruchleute vorgenommen haben.	Wolfgang I. von Göttweig	PER
1348_V_31	Abt Wolfgang I. und der Convent von Göttweig verkaufen Hertweig und Seifrid den Löchlern um 100 lb. Wiener d. eine Gülte von 8 lb. d. zu Rührsdorf und Gösing, welche dieselben zugleich mit 4 lb. 30 d. anderer Gülten, welche schon Hertweig ihr Vater dem Stifte übergeben hatte, der Oblei des Stiftes zur Stiftung eines Jahrtages übergeben.	Wolfgang I.	PER
1357_III_25	Abt Ditreich zu Chotwieg erteilt seine Zustimmung dazu, daß Stephan von Hohenberch seiner Gattin Margret, der Tochter Fridreichs von Aufnstaen, des obersten Marschalls in Kernden, seinen Anteil an dem großen Zehente zwischen Lyenveld und Hohenberch dem Wasser entlang, welchen er gemeinsam mit seinem Bruder Ditreich von Hohenberch von dem Stifte Göttweig zu Burgrecht innehat, als Morgengabe verschreibt.Siegler: Abt Ditreich zu Chotwieg.Datum: . . . geben (1357) an unser vrowen tag tzu der chundung.	Ditreich	PER
1355_III_15	Abt Dietrich und der Convent zu Göttweig verpfänden dem Haeinreich1 und Kathrei dessen Frau um 70 lb. d., welcher sie wegen der durch Herzog Albrecht [II.] auf das Stift gelegten Steuer nothwendig bedurften, ihr von altersher freieigenes Gut zu Têrn2 und reservieren sich als Lösezeit die Zeit zwischen Mariae Liechtmesse und sand Georigentag. Letztere haben das Recht der Nutzniessung desselben, sollen es stiften und stören, dürfen aber die Unterthanen des Stiftes weder mit Steuer, Nachtselde, Mählern oder anderswie bedrücken.Siegler: Abt Dietrich und der Convent von Göttweig.Datum: Gegeben (1355) des sunntages ze mittervasten.	Dietrich	PER
1358_VII_01	Abt Dietreich und der Convent zu Choetweige verkaufen dem erbern Manne Ott dem Ruchendaerffer und den Kindern nach dessen verstorbenen Bruder Vlreich um 150 lb. Wiener d. ihres freien Eigens 52 Joch Aecker in dem Haewvelde zwischen Ruchendaerf und Stinchenprunne1 mit der Bedingung, dass sie jährlich von denselben 12 Wiener d. dem Stiftsamtmanne nach Naprechtstaerf zu Burgrecht zinsen.Siegler: Abt Dietreich (I.) und der Convent von Choetweige (II.).Datum: geben (1358) des nochsten suntages nach sand Johannestage ze sunebenten.	Dietreich	PER
1360_IV_30	Abt und Convent des Benedictinerstiftes ze dem Choetweig verpflichten sich aus Dankbarkeit gegen Herzog Rudolf, der ihr Stift von der grozzen unleidigen geltschuld geledigt hat, dass der Abt jährlich an sand Johanstag ze suonnbenden in geistlicher geczier das fronamt (wohl Frauenamt) in dem Chor zu St. Stephan auf dem grossen Altare singen und für den Herzog bei dessen Lebzeiten am Vorabende von Allerheiligen, nach dessen Tode aber an seinem Sterbetage einen ewigen Jahrtag in ihrem Kloster begehen solle.Siegler: Abt und Convent.Datum: ze dem Chotweig an phincztag vor sand Philipps und Jacobstag der heyligen zwelfboten.	Convent des Benedictinerstiftes ze dem Choetweig	ORG
